ChrName	Start	End	Value	Color	Label
1	7500000	7500000	0.098	rgba(0,0,1,1)	
1	12500000	12500000	0.878	rgba(255,185,15,1)	
1	22500000	22500000	0.565	rgba(255,185,15,1)	
1	27500000	27500000	0.069	rgba(0,0,1,1)	
1	37500000	37500000	0.079	rgba(0,0,1,1)	
1	42500000	42500000	0.981	rgba(1,0,0,1)	rs5
1	47500000	47500000	0.012	rgba(0,0,1,1)	
1	32500000	32500000	0.456	rgba(255,185,15,1)	
1	52500000	52500000	0.14800000000000002	rgba(255,185,15,1)	
1	2500000	2500000	0.154	rgba(255,185,15,1)	
1	17500000	17500000	0.534	rgba(255,185,15,1)	
1	57500000	57500000	0.74	rgba(255,185,15,1)	
1	62500000	62500000	0.4	rgba(255,185,15,1)	
1	77500000	77500000	0.511	rgba(255,185,15,1)	
1	87500000	87500000	0.915	rgba(1,0,0,1)	rs14
1	82500000	82500000	0.11699999999999999	rgba(255,185,15,1)	
1	92500000	92500000	0.057999999999999996	rgba(0,0,1,1)	
1	107500000	107500000	0.929	rgba(1,0,0,1)	rs17
1	127500000	127500000	0.01	rgba(0,0,1,1)	
1	132500000	132500000	0.9470000000000001	rgba(1,0,0,1)	rs19
1	97500000	97500000	0.044000000000000004	rgba(0,0,1,1)	
1	67500000	67500000	0.972	rgba(1,0,0,1)	rs21
1	72500000	72500000	0.58	rgba(255,185,15,1)	
1	137500000	137500000	0.9590000000000001	rgba(1,0,0,1)	rs23
1	112500000	112500000	0.07	rgba(0,0,1,1)	
1	102500000	102500000	0.767	rgba(255,185,15,1)	
1	117500000	117500000	0.915	rgba(1,0,0,1)	rs26
1	157500000	157500000	0.7909999999999999	rgba(255,185,15,1)	
1	172500000	172500000	0.669	rgba(255,185,15,1)	
1	177500000	177500000	0.885	rgba(255,185,15,1)	
1	142500000	142500000	0.544	rgba(255,185,15,1)	
1	187500000	187500000	0.075	rgba(0,0,1,1)	
1	152500000	152500000	0.578	rgba(255,185,15,1)	
1	167500000	167500000	0.134	rgba(255,185,15,1)	
1	182500000	182500000	0.774	rgba(255,185,15,1)	
1	147500000	147500000	0.502	rgba(255,185,15,1)	
1	162500000	162500000	0.935	rgba(1,0,0,1)	rs36
1	192500000	192500000	0.539	rgba(255,185,15,1)	
1	122500000	122500000	0.9620000000000001	rgba(1,0,0,1)	
1	202500000	202500000	0.9470000000000001	rgba(1,0,0,1)	
1	207500000	207500000	0.44799999999999995	rgba(255,185,15,1)	
1	217500000	217500000	0.725	rgba(255,185,15,1)	
